TURRTNT_FIX_INTTRTST_ARTA_LABTL	TURRTNT_FIX_START	TURRTNT_FIX_TND	取点	占比				
T	7266	7510						
O	7548	7800						
T	7836	8102						
O	187	361						
T	669	939						
T	964	1295						
T	1323	1499						
T	1516	1675						
T	1723	1900						
O	1930	2106						
T	2160	2522						
T	2545	2809						
O	2873	3166						
O	3188	3381						
O	3395	3570						
O	3580	3819						
O	3846	4098						
O	4125	4215						
O	4263	4506						
T	4586	4720						
T	4915	5237						
T	5257	5578						
T	5616	6106						
T	6131	6697						
T	6723	7318						
T	7344	7581						
T	7606	7749						
O	7826	8100						
O	7	186						
T	213	363						
T	385	593						
T	618	939						
T	961	1167						
O	1218	1417						
T	1442	1646						
T	1672	1949						
T	1971	2020						
T	2056	2272						
T	2294	2510						
T	2525	2938						
T	3265	3705						
O	3758	3931						
O	3952	4099						
O	4161	4319						
O	4367	4456						
O	4477	4692						
O	4700	5124						
O	5148	5410						
O	5439	5620						
O	5674	6103						
O	6129	6235						
O	6294	6519						
O	7432	7837						
T	7867	8093						
O	7	351						
O	364	463						
T	513	697						
T	922	1149						
T	1431	1698						
T	1970	2110						
T	2138	2342						
T	2352	2467						
T	2496	2674						
T	2697	2928						
T	3223	3525						
T	3532	4304						
O	4908	5254						
O	5262	5586						
O	5624	5807						
O	5832	5998						
O	6024	6322						
O	6349	6621						
O	6647	7136						
O	7150	7312						
O	7372	7535						
T	7786	8100						
T	7	397						
T	431	727						
T	752	963						
T	1005	1241						
T	1265	1443						
T	1472	1798						
T	1824	1973						
O	2030	2240						
O	2264	2804						
O	3151	3440						
O	3510	3725						
O	3734	4069						
O	5616	5793						
O	5839	5876						
O	5901	5954						
O	5999	6020						
T	6028	6152						
T	6208	6402						
T	6441	6689						
T	6741	7063						
T	7108	7294						
T	7335	7520						
T	7546	7872						
T	7905	8100						
O	7	269						
T	306	448						
T	472	808						
T	874	1081						
T	1093	1235						
T	1258	1540						
T	1565	1729						
T	1746	1999						
T	2022	2288						
T	2311	2688						
T	2706	3111						
T	3132	3343						
T	3380	4161						
T	4617	4961						
O	4980	5229						
T	5799	6064						
T	6090	6312						
T	6330	6535						
T	6546	6753						
T	6776	7015						
T	7034	7386						
T	7414	7710						
T	7777	7947						
T	7979	8091						
T	94	256						
T	298	468						
T	535	743						
T	763	1273						
T	1689	2015						
O	2075	2505						
T	2568	2763						
T	2798	3206						
T	3786	4057						
T	4078	4250						
T	4305	4458						
O	4485	4634						
T	4655	4701						
T	4914	5453						
T	5498	6147						
O	6209	6555						
O	7	222						
O	1305	1701						
O	3718	4590						
T	5571	5860						
O	5929	6577						
T	370	528						
T	550	887						
T	1057	1396						
T	1424	1762						
T	1814	2121						
O	2171	2456						
O	2499	3025						
T	3245	3396						
T	3420	3902						
T	3943	4402						
O	4463	4731						
O	4760	5128						
O	5309	5714						
O	5762	6029						
O	6059	6330						
T	6378	6601						
T	6626	7014						
T	7041	7642						
O	7714	8051						
T	7	293						
T	331	440						
T	485	879						
T	898	1337						
T	1345	1521						
T	1544	2160						
T	2179	2587						
T	2604	2692						
T	2903	3135						
O	3172	3529						
O	3577	3797						
O	3842	4250						
O	4337	4481						
O	4653	4915						
O	4962	5499						
O	5543	5788						
T	5828	5928						
T	6162	6721						
T	6772	6907						
O	7171	7363						
T	7391	7720						
O	7765	8100						
O	7	342						
T	872	1409						
T	1794	2018						
T	2078	2458						
T	2685	2860						
T	2881	3040						
T	3111	3411						
T	3433	3708						
T	4239	4772						
O	4997	5394						
O	5418	5987						
T	6216	6427						
O	6454	6627						
O	6653	7014						
O	7032	7309						
O	7334	7576						
O	7596	7794						
O	8041	8097						
T	7	511						
T	569	817						
T	838	1112						
T	1135	1516						
T	1534	1881						
T	1896	1957						
T	2028	2230						
T	2273	2698						
T	2739	2766						
T	2816	3029						
T	3074	3441						
T	3465	3638						
O	3704	4042						
O	4072	4482						
O	4551	4832						
O	4872	5077						
O	5149	5420						
O	5445	5956						
O	6004	6358						
O	6968	7080						
T	7111	8091						
T	360	483						
T	943	1270						
O	1606	1943						
O	1992	2257						
T	2313	2680						
T	3989	4245						
O	4298	4476						
O	4503	4964						
T	5209	5623						
O	5938	6402						
O	6939	7495						
O	7515	7937						
O	7	345						
T	377	541						
T	579	949						
O	978	1318						
T	1343	1759						
T	1778	2139						
O	2201	2619						
O	2678	2984						
O	3022	3309						
O	3332	3700						
O	3756	3998						
O	4026	4285						
O	4319	4538						
O	4580	4807						
T	4858	5262						
T	5309	6020						
T	6061	6182						
T	6204	6431						
O	6453	6792						
T	6816	7149						
T	7285	7526						
T	7549	7983						
O	8051	8088						
O	7	269						
T	296	465						
T	505	661						
T	719	976						
T	1018	1152						
T	1208	1466						
T	1490	1617						
T	1823	2065						
O	2129	2370						
O	2654	2965						
T	3046	3129						
T	3336	3716						
T	3748	4145						
O	4214	4561						
O	4757	5067						
T	5128	5482						
T	5549	6092						
O	6149	6422						
O	6460	6576						
O	6879	7327						
O	7349	8108						
O	296	436						
T	463	979						
T	994	1361						
T	1411	1731						
O	1787	2029						
O	2419	2664						
O	2715	3287						
O	3838	4280						
O	4305	4505						
O	4558	4849						
T	4876	5290						
O	5350	5585						
O	5826	6119						
T	6887	7268						
T	7292	7581						
T	7620	8039						
O	7	129						
O	154	274						
O	295	1594						
T	1774	2016						
T	2061	2739						
T	2760	3271						
T	3289	3692						
T	3709	4338						
T	4354	4555						
T	4579	5301						
O	5321	5405						
O	5422	5494						
O	5594	5632						
T	5687	6129						
T	6149	6739						
T	6754	7423						
T	7445	7731						
T	7822	8098						
O	7	268						
O	323	448						
T	483	955						
T	978	2124						
T	2219	2434						
T	2462	2665						
T	2719	2852						
O	2906	3314						
O	3374	3576						
T	3651	3845						
T	3878	3958						
T	4013	4662						
T	4686	5616						
T	5700	6074						
T	6093	6169						
T	6205	6484						
O	6551	6793						
O	6835	7166						
O	7359	7653						
O	7712	8082						
T	322	486						
T	503	746						
T	771	1017						
O	2451	2733						
O	2776	3110						
O	3147	3388						
O	3423	3709						
T	4181	4655						
T	5065	5377						
T	5396	5576						
T	5601	6099						
T	6291	6531						
T	6558	6801						
T	7644	7949						
T	7969	8100						
T	423	565						
T	587	901						
T	928	1221						
T	1240	1607						
T	1625	1977						
T	1993	2177						
T	2201	2301						
T	2536	2714						
T	2739	2993						
T	3020	3194						
T	3270	3540						
T	3564	3909						
T	3931	4191						
T	4217	4578						
O	4608	4839						
T	4880	5134						
O	5189	5587						
T	5625	5837						
T	5892	6115						
O	6150	6271						
T	6524	6737						
T	6761	6934						
T	7009	7650						
T	7	294						
T	329	505						
T	528	966						
T	989	1159						
T	1197	1464						
T	1484	1736						
T	1779	1894						
T	2142	2329						
O	2392	2650						
O	2711	3209						
T	3261	3601						
O	3652	4534						
O	4820	5046						
T	5423	5640						
T	5735	6088						
O	6133	6469						
T	6518	7264						
T	7281	7974						
T	7986	8107						
T	7	296						
T	332	501						
T	544	877						
T	900	1214						
T	1237	1556						
T	1577	1716						
T	1757	2168						
T	2206	2441						
T	2468	2739						
T	2794	3116						
T	3133	3408						
O	3457	3711						
O	5104	5353						
T	6216	6611						
O	7253	7366						
T	7648	7876						
T	7902	8095						
T	7	304						
O	348	611						
T	647	1424						
T	1438	1872						
T	1914	2186						
T	2213	2384						
T	2444	2636						
T	2710	3053						
T	3085	3291						
T	5514	5766						
O	5794	6023						
O	7	302						
T	514	666						
T	724	980						
T	1005	1230						
T	1250	1439						
T	1468	1622						
T	1818	2109						
T	2147	2492						
T	2517	2893						
T	2915	3121						
T	3144	3390						
T	3416	3720						
T	3741	4117						
T	4216	4545						
O	4626	4852						
T	5209	5457						
T	5477	5605						
T	5652	5798						
T	5987	6119						
T	6146	6644						
T	6670	6967						
T	6990	7303						
T	7355	7668						
T	7722	8098						
O	171	361						
O	411	696						
T	1088	1403						
T	1424	1626						
O	1682	1716						
O	1957	2232						
O	2280	2632						
O	2698	3138						
T	3902	4064						
O	4109	4406						
O	4835	5124						
O	5150	5439						
O	6019	6266						
O	6316	6596						
O	6626	7025						
T	7069	7285						
O	7355	7733						
O	7786	7914						
O	9	43						
O	69	104						
O	143	265						
T	305	474						
O	520	675						
T	703	1234						
T	1252	1506						
T	1530	1948						
T	1994	2457						
T	2469	2740						
T	2764	2952						
T	2976	3130						
T	3192	3285						
T	3528	3847						
O	3903	4237						
O	4301	4448						
T	4484	4734						
O	5163	5448						
T	5697	5761						
T	5767	5798						
O	5880	6268						
O	6557	6601						
O	6610	6753						
O	6795	7125						
T	7191	7617						
O	7830	8084						
O	7	263						
O	306	497						
O	575	850						
O	1076	1293						
O	1352	1624						
O	1694	2134						
T	2203	2470						
O	2531	2733						
O	2754	3028						
O	3094	3226						
O	3452	3744						
O	3771	4329						
T	4392	4609						
O	4655	4948						
O	4972	5138						
O	5324	5723						
O	5781	6070						
O	6116	6345						
O	6408	6672						
O	6703	6956						
O	7377	7674						
T	7	281						
O	317	486						
T	533	714						
T	762	1290						
T	1306	1651						
T	1662	2072						
T	2257	2602						
T	2621	3091						
T	3103	3655						
T	3684	4297						
T	4489	4880						
T	4900	5648						
T	5668	6060						
T	6078	6639						
O	6701	7017						
O	7183	7433						
O	7490	7789						
T	7842	8005						
T	7	308						
T	804	1060						
T	1113	1301						
O	1518	1642						
T	2063	2220						
T	2248	2478						
T	2511	2696						
T	2757	3246						
O	3302	3733						
T	5116	5400						
T	5443	5719						
O	5899	6326						
O	6387	6552						
T	6788	7068						
T	7839	8090						
T	383	499						
T	523	662						
T	687	988						
T	1056	1309						
T	1332	1452						
T	1494	1649						
T	1666	1788						
O	1857	2009						
O	2034	2117						
T	2167	2332						
T	2356	2882						
T	2899	3299						
T	3324	3441						
T	3594	3816						
T	3834	4356						
T	4374	4903						
O	4973	5133						
O	5158	5246						
T	5305	5551						
T	5576	5720						
T	5774	6386						
T	6407	6631						
T	6653	6753						
T	6998	7259						
O	7513	7723						
O	7766	7870						
O	7877	8089						
O	7	282						
T	314	497						
T	516	1084						
T	1095	1331						
T	1373	1771						
T	1938	2173						
T	2194	2425						
T	2442	2798						
O	2873	3050						
O	3072	3329						
O	3375	3686						
T	4168	4320						
T	4346	4936						
T	4955	5254						
O	5543	5792						
O	5836	6195						
O	6221	6462						
T	6504	6940						
O	6983	7175						
O	7198	7325						
O	7	329						
T	393	544						
T	580	969						
T	989	1364						
T	1378	1620						
T	1646	1804						
T	1828	2088						
T	2108	2615						
T	2639	3088						
T	3102	3412						
T	3475	3862						
O	3921	4315						
O	4371	4864						
O	4888	5130						
T	5156	5375						
T	5419	5950						
T	6009	6335						
O	6382	6619						
O	6917	7178						
O	7257	7437						
O	7495	7901						
O	7924	8089						
O	9	52						
O	192	266						
O	276	373						
T	413	596						
T	642	879						
T	919	1164						
T	1190	1495						
T	1535	1903						
T	2181	2402						
T	2423	2851						
T	2872	3270						
T	3341	4148						
T	4174	4787						
T	4817	5497						
T	5520	5685						
T	5874	6155						
T	6178	6330						
T	6390	6736						
O	6805	7070						
O	7437	7603						
O	7651	7901						
T	7956	8101						
O	7	283						
O	325	622						
T	681	894						
O	1067	1281						
O	1326	1604						
O	2044	2137						
O	2792	3134						
T	3159	3515						
O	3581	3804						
O	4256	4820						
O	4873	5111						
T	5377	5654						
O	5887	6195						
O	6242	6810						
O	6870	7112						
T	7165	7577						
T	7629	8024						
T	8046	8101						
T	7	327						
T	391	652						
T	740	963						
T	974	1381						
T	1393	1809						
T	2276	2418						
T	2443	2853						
T	2867	3044						
T	3065	3470						
T	3489	3742						
T	3765	4430						
T	4437	5945						
T	5959	6555						
T	6578	7076						
T	7100	7697						
T	7897	8099						
T	7	288						
T	339	475						
T	498	721						
T	763	1009						
T	1043	1335						
T	1363	1818						
T	1972	2218						
T	2266	2563						
T	2919	3165						
T	3212	3402						
T	3465	3702						
T	3726	3942						
T	3990	4121						
O	4311	4585						
T	5138	5473						
T	5543	5889						
T	5933	6022						
T	6207	6381						
T	6422	6784						
T	7466	7816						
T	7983	8107						
O	7	267						
T	315	529						
T	605	955						
T	1012	1261						
T	1287	1467						
T	3031	3423						
T	3450	3603						
T	3666	4098						
T	4122	4914						
T	5321	5415						
T	5639	5864						
T	6953	7112						
T	7180	7223						
T	7	267						
T	298	522						
T	565	840						
T	866	1142						
T	1179	1451						
T	1475	1780						
T	1805	2012						
T	2039	2216						
T	2240	2523						
O	2573	2906						
O	3159	3419						
T	3581	3824						
T	4053	4701						
T	5063	5144						
O	5189	5669						
T	5905	6080						
T	6115	6400						
T	6425	6750						
T	6774	7248						
T	7273	7563						
O	7605	7743						
O	7997	8093						
T	7	271						
T	309	568						
T	589	882						
T	943	1252						
T	1275	1468						
T	1683	1703						
T	1722	1861						
T	1887	2371						
T	2394	2432						
T	2465	2525						
T	2535	2595						
O	4633	4840						
T	5091	5360						
T	5387	5744						
T	5754	6067						
T	6427	6919						
T	6941	7203						
T	7224	7461						
T	7487	7967						
T	7986	8091						
O	7	279						
O	304	490						
T	539	814						
T	1367	1677						
O	1730	1946						
O	1998	2405						
O	2579	2617						
O	2783	3011						
O	3955	4591						
O	4616	4741						
O	5366	5386						
O	5399	5531						
O	5541	5687						
O	7	273						
O	314	472						
T	527	1020						
T	1060	1290						
T	1343	1554						
T	1612	1712						
T	1874	2268						
O	2289	2423						
T	2463	2965						
T	2991	3127						
T	3193	3413						
T	3435	3914						
T	3949	4373						
T	4388	4630						
T	4683	4868						
T	4893	5245						
O	5475	5764						
O	5797	5955						
T	6025	6105						
O	6651	6779						
T	6835	7137						
O	7195	7593						
T	7777	8015						
T	8038	8092						
T	7	245						
T	290	421						
T	461	706						
T	751	1016						
O	1703	1933						
O	1997	2337						
O	2640	3009						
T	3989	4141						
T	4181	4504						
T	4562	4751						
O	4802	5094						
O	5360	5596						
O	5656	5930						
O	5975	6306						
O	6376	6695						
O	6740	6901						
T	6948	7104						
T	7146	7408						
T	7594	7796						
T	7824	8096						
O	7	263						
T	302	481						
T	520	766						
T	779	995						
T	1010	1390						
T	1409	1585						
T	1824	1949						
T	1976	2191						
T	2216	2788						
O	2854	3109						
O	3129	3258						
T	3318	3631						
T	3654	4053						
O	4105	4317						
O	4355	4716						
O	4742	4971						
T	5019	5198						
O	5233	5424						
T	5462	5776						
T	6175	6625						
O	6690	7621						
T	7694	8096						
O	7	325						
T	373	640						
O	1366	1541						
O	1557	1982						
O	2009	2150						
O	2210	2405						
O	2452	2628						
T	2906	3189						
T	4056	4425						
O	4659	4850						
O	4887	5045						
T	5094	5397						
T	5406	5550						
T	5565	5644						
T	5905	6067						
T	6092	6394						
T	6462	6667						
O	6741	6930						
O	6961	7324						
O	7368	7582						
O	7612	7746						
O	7781	8099						
T	113	322						
T	374	573						
T	622	888						
T	916	1089						
T	1132	1541						
T	1592	1720						
T	1964	2059						
T	2110	2339						
O	2402	2621						
O	2651	2839						
T	3074	3326						
T	3386	3854						
T	3901	4250						
T	4298	4566						
T	4629	4947						
O	4996	5272						
O	5313	5666						
O	5687	6033						
O	6086	6256						
T	6305	6392						
T	6626	6860						
T	6919	7177						
T	7225	7452						
T	7518	7730						
T	8010	8140						
O	205	495						
T	544	1027						
T	1091	1222						
T	1441	1749						
T	1774	2362						
O	2412	2587						
T	2872	3199						
T	3265	3587						
T	3606	3857						
T	3876	4171						
T	4183	4491						
T	4504	4629						
T	4862	5106						
T	5124	5351						
T	5375	5568						
T	5594	5946						
T	5967	6351						
T	6370	6724						
T	6741	7777						
T	7787	7970						
